ID,NAME,ADDRESS,TELEPHONE,TYPE,LATITUDE,LONGITUDE,BEDS
2354303,ST MARYS HSPTL MED CTR,1726 SHAWANO AVE,(920) 498-4200,GENERAL ACUTE CARE,44.53276298,-88.06609037,158
2454729,ST JOSEPHS HSPTL,2661 CTY HWY I,(715) 717-7200,GENERAL ACUTE CARE,44.9506247,-91.35982546,193
4282410,SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,388 SOUTH US HWY 20,(307) 568-3311,CRITICAL ACCESS,44.43388761,-108.0509123,10
2554701,SACRED HEART HSPTL,900 W CLAIREMONT AVE,(715) 717-4131,GENERAL ACUTE CARE,44.79446577,-91.51066676,344
2654456,MEMORIAL MEDICAL CTR,216 SUNSET PLACE,(715) 743-3101,GENERAL ACUTE CARE,44.55788671,-90.60787494,25
2753925,COLUMBUS COM HSPTL,1515 PARK AVE,(920) 623-2200,GENERAL ACUTE CARE,43.32260735,-89.03537068,25
2853901,DIVINE SAVIOR HLTHCARE,2817 NEW PINERY RD,(608) 742-4131,GENERAL ACUTE CARE,43.56694999,-89.4665106,73
3053821,PRAIRIE DU CHIEN MEMORIAL HOSPITAL,705 E TAYLOR ST,(608) 357-2000,GENERAL ACUTE CARE,43.04460371,-91.13768751,25
3254971,RIPON MED CTR,933 NEWBURY ST,(920) 748-3101,GENERAL ACUTE CARE,43.83469234,-88.83673383,25
3353792,UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,(608) 263-8991,GENERAL ACUTE CARE,43.07658541,-89.43184714,648
3453589,STOUGHTON HOSPITAL,900 RIDGE ST,(608) 873-6611,GENERAL ACUTE CARE,42.92022462,-89.21074435,35
3553098,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,125 HOSPITAL DR,(920) 261-4210,GENERAL ACUTE CARE,43.19909065,-88.69685246,95
3654880,ST MARYS HSPTL SUPERIOR,3500 TOWER AVE,(715) 817-7000,GENERAL ACUTE CARE,46.69757315,-92.10263211,25
3754703,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,(715) 838-3311,GENERAL ACUTE CARE,44.81280469,-91.51231466,304
4382931,WYOMING STATE HOSPITAL,831 HIGHWAY 150 SOUTH,(307) 789-3464,PSYCHIATRIC,41.26382872,-110.9470982,183
4153813,GRANT REG HLTH CTR,507 S MONROE ST,(608) 723-2143,GENERAL ACUTE CARE,42.84390755,-90.7088631,25
4253818,SOUTHWEST HEALTH CARE GEROPSYCH UNIT,1185 NORTH ELM STREET,(608) 348-2331,PSYCHIATRIC,42.74493367,-90.47913064,10
4354923,BERLIN MEMORIAL HOSPITAL,225 MEMORIAL DRIVE,(920) 361-1313,GENERAL ACUTE CARE,43.97847715,-88.94122636,25
4453818,SOUTHWEST HEALTH CENTER INC,1400 EAST SIDE RD,(608) 342-4701,GENERAL ACUTE CARE,42.71963122,-90.45815649,25
4553566,THE MONROE CLINIC,2005 5TH STREET,(608) 324-1000,GENERAL ACUTE CARE,42.60856042,-89.63462444,95
4753538,FORT HEALTHCARE,611 SHERMAN AVE E,(920) 568-5000,GENERAL ACUTE CARE,42.93110393,-88.82797681,82
4854615,BLACK RIVER MEM HSPTL,711 W ADAMS ST,(715) 284-5361,GENERAL ACUTE CARE,44.3032411,-90.85515144,25
4953143,UNITED HSPTL SYS,6308 EIGHTH AVE,(262) 656-2011,GENERAL ACUTE CARE,42.57813792,-87.81978146,315
5053948,MILE BLUFF MEDICAL CENTER INC,1050 DIVISION ST,(608) 847-6161,GENERAL ACUTE CARE,43.78283545,-90.07515587,40
5153142,AURORA MED CTR KENOSHA,10400 75TH ST,(262) 948-5600,GENERAL ACUTE CARE,42.56939682,-87.93546502,74
5253158,UNITED HOSPITAL SYS ST CATHERINES CAMPUS,9555 76TH ST,(262) 656-2011,GENERAL ACUTE CARE,42.5645159,-87.92432114,128
5354601,GUNDERSEN LUTH MED CTR,1910 SOUTH AVE,(608) 782-7300,GENERAL ACUTE CARE,43.79458602,-91.24696716,325
5454601,MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR,700 WEST AVENUE SOUTH,(608) 785-0940,GENERAL ACUTE CARE,43.80394793,-91.24030403,331
153482801,MEMORIAL HOSPITAL OF SHERIDAN COUNTY,1401 WEST 5TH STREET,(307) 672-1044,GENERAL ACUTE CARE,44.80837306,-106.976002,88
5754401,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,(715) 847-2121,GENERAL ACUTE CARE,44.96584185,-89.66789021,325
5854452,GOOD SAMARITAN HLTH CTR,601 S CENTER AVE,(715) 536-5511,GENERAL ACUTE CARE,45.17563254,-89.68183128,25
6054221,HOLY FAMILY MEMORIAL INC,2300 WESTERN AVE PO BOX 1450,(920) 320-2011,GENERAL ACUTE CARE,44.09465466,-87.67649578,167
6154241,AURORA MED CTR MANITOWOC CTY,5000 MEMORIAL DR,(920) 794-5000,GENERAL ACUTE CARE,44.12536783,-87.61945613,69
6354476,ST CLARES HOSPITAL OF WESTON INC,3400 MINISTRY PARKWAY,(715) 393-3000,GENERAL ACUTE CARE,44.89018231,-89.58014599,99
6454143,BAY AREA MED CTR,3100 SHORE DR,(715) 735-6621,GENERAL ACUTE CARE,45.07196868,-87.61769653,99
6554751,MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,2321 STOUT RD,(715) 235-5531,GENERAL ACUTE CARE,44.88298524,-91.90156741,25
6753132,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,10101 SOUTH 27TH STREET,(414) 325-4700,GENERAL ACUTE CARE,42.86001258,-87.9540681,52
6853110,AURORA ST LUKES MED CTR SOUTH SHORE,5900 S LAKE DR,(414) 489-4009,GENERAL ACUTE CARE,42.93633907,-87.85117278,275
7153215,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,(414) 649-6000,GENERAL ACUTE CARE,42.98962623,-87.95021077,938
7253226,FROEDTERT MEM LUTHERAN HSPTL,9200 W WISCONSIN AVE,(414) 805-3000,GENERAL ACUTE CARE,43.04086156,-88.02461256,596
7453223,AURORA SINAI MEDICAL CENTER,945 N 12TH ST,(414) 219-2000,GENERAL ACUTE CARE,43.04249014,-87.9278109,386
282431,NORTH BIG HORN HOSPITAL DISTRICT,1115 LANE 12,(307) 548-5200,CRITICAL ACCESS,44.82665579,-108.3897296,15
7653211,COLUMBIA ST MARYS HOSPITAL MILWAUKEE,2323 N LAKE DR,(414) 291-1210,GENERAL ACUTE CARE,43.06116329,-87.88009033,422
7853215,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,3237 S 16TH ST,(414) 647-5000,GENERAL ACUTE CARE,42.98565775,-87.93465729,260
8053211,SACRED HEART REHAB INST,2301 NORTH LAKE DRIVE,(414) 298-6700,REHABILITATION,43.06081623,-87.88366036,31
8153210,WHEATON FRANCISCAN INC- ST JOSEPH,5000 W CHAMBERS ST,(414) 447-2000,GENERAL ACUTE CARE,43.07412025,-87.9760734,538
8253213,AURORA PSYCHIATRIC HSPTL,1220 DEWEY AVE,(414) 454-6600,PSYCHIATRIC,43.0467651,-88.00771643,105
8453227,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,(414) 328-6000,GENERAL ACUTE CARE,43.00142505,-88.02347389,350
8553227,ROGERS MEM HOSPITAL MILWAUKEE,11101 W LINCOLN AVE,(414) 327-3000,GENERAL ACUTE CARE,43.00146681,-88.05139457,81
8854660,TOMAH MEM HSPTL,321 BUTTS AVE,(608) 372-2181,GENERAL ACUTE CARE,43.98400074,-90.51535328,25
9054153,BELLIN HEALTH OCONTO HOSPITAL,820 ARBUTUS AVE-PO BOX 357,(920) 835-1100,GENERAL ACUTE CARE,44.89638033,-87.86555418,10
9154568,HOWARD YOUNG MED CTR,240 MAPLE ST PO BOX 470,(715) 356-8000,GENERAL ACUTE CARE,45.89350427,-89.70253852,99
9254501,MINISTRY ST MARYS HOSPITAL,2251 NORTH SHORE DR,(715) 361-2000,GENERAL ACUTE CARE,45.63947041,-89.37482659,73
9354911,APPLETON MED CTR,1818 N MEADE ST,(920) 731-4101,GENERAL ACUTE CARE,44.27846066,-88.3938163,160
9454915,ST. ELIZABETH HOSPITAL,1506 S ONEIDA ST,(920) 738-2000,GENERAL ACUTE CARE,44.24825124,-88.40250968,332
9653024,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,(262) 329-1000,GENERAL ACUTE CARE,43.32365209,-87.92817154,127
9753097,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,(262) 243-7408,GENERAL ACUTE CARE,43.25667793,-87.92615796,17
9854736,CHIPPEWA VALLEY HSPTL,1220 3RD AVE W PO BOX 224,(715) 672-4211,GENERAL ACUTE CARE,44.62050754,-91.96233292,25
9954022,RIVER FALLS AREA HSPTL,1629 E DIVISION ST,(715) 307-6135,GENERAL ACUTE CARE,44.86467508,-92.60272076,25
10054001,AMERY REGIONAL MEDICAL CENTER,265 GRIFFIN STREET EAST,(715) 268-0300,GENERAL ACUTE CARE,45.2968281,-92.36091583,25
10154001,ARMC BEHAVIORAL HEALTH CENTER,230 DERONDA STREET,(715) 268-0060,PSYCHIATRIC,45.30244842,-92.36616471,10
10354481,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,900 ILLINOIS AVE,(715) 346-5000,GENERAL ACUTE CARE,44.52643184,-89.56709621,94
10454024,ST CROIX REG MED CTR,235 STATE STREET,(715) 483-3261,GENERAL ACUTE CARE,45.40903243,-92.64257812,25
10554552,FLAMBEAU HSPTL,98 SHERRY AVE,(715) 762-7500,GENERAL ACUTE CARE,45.93031536,-90.44146647,25
10653105,AURORA MEMORIAL HSPTL BURLINGTON,252 MCHENRY ST,(262) 767-6000,GENERAL ACUTE CARE,42.67282391,-88.28118661,123
10753403,WHEAT FRAN HLTHCARE-ALL SAINTS INC,1320 WISCONSIN AVE,(262) 687-2011,GENERAL ACUTE CARE,42.71587563,-87.78420337,239
10853405,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,3801 SPRING ST,(262) 687-4011,GENERAL ACUTE CARE,42.73165045,-87.82650281,314
11053581,RICHLAND HSPTL,333 E SECOND ST,(608) 647-6321,GENERAL ACUTE CARE,43.33870228,-90.38227434,25
11153511,BELOIT HEALTH SYSTEM,1969 W HART RD,(608) 364-5011,GENERAL ACUTE CARE,42.54829771,-89.00843152,256
11253534,EDGERTON HOSPITAL AND HEALTH SERVICES,11101 N SHERMAN ROAD,(608) 884-3441,GENERAL ACUTE CARE,42.83471334,-89.04426725,18
11353548,MERCY HLTH SYS CORP,1000 MINERAL POINT AVE,(608) 756-6080,GENERAL ACUTE CARE,42.68784591,-89.03319042,240
11453546,ST MARYS JANESVILLE HOSPITAL,3400 EAST RACINE STREET,(608) 373-8000,GENERAL ACUTE CARE,42.66928844,-88.97688899,50
11654002,BALDWIN AREA MED CTR,730 10TH AVE,(715) 684-3311,GENERAL ACUTE CARE,44.9708939,-92.37410375,25
11754016,HUDSON HOSPITAL,405 STAGELINE ROAD,(715) 531-6000,GENERAL ACUTE CARE,44.96080968,-92.71761001,25
11854017,WESTFIELDS HOSPITAL,535 HOSPITAL RD,(715) 246-2101,GENERAL ACUTE CARE,45.11776075,-92.55550038,25
11953959,REEDSBURG AREA MED CTR,2000 N DEWEY AVE,(608) 524-6487,GENERAL ACUTE CARE,43.54971484,-89.99293864,25
12053913,ST. CLARE HOSPITAL,707 14TH ST,(608) 356-1400,GENERAL ACUTE CARE,43.48097094,-89.73052407,100
382443,HOT SPRINGS COUNTY MEMORIAL HOSPITAL,150 EAST ARAPAHOE,(307) 864-3121,CRITICAL ACCESS,43.64801527,-108.199256,25
12253578,SAUK PRAIRIE MEM HSPTL,80 FIRST ST,(608) 643-3311,GENERAL ACUTE CARE,43.28285398,-89.72006455,36
12353083,AURORA SHEBOYGAN MEM MED CTR,2629 N 7TH ST,(920) 451-5000,GENERAL ACUTE CARE,43.77338685,-87.70999507,185
12453081,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,(920) 459-8300,GENERAL ACUTE CARE,43.7623479,-87.74753796,185
12554843,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,(715) 934-4321,GENERAL ACUTE CARE,46.0347968,-91.48574688,25
12654451,MEMORIAL HEALTH CENTER CLINICS,143 S GIBSON ST,(715) 748-8100,GENERAL ACUTE CARE,45.13508894,-90.35614005,124
12754773,TRI COUNTY MEM HSPTL,18601 LINCOLN ST PO BOX 65,(715) 538-4361,GENERAL ACUTE CARE,44.36432625,-91.3187495,25
12854758,MAYO CLINIC HEALTH SYSTEM-OAKRIDGE INC,13025 8TH ST PO BOX 70,(715) 597-3121,GENERAL ACUTE CARE,44.57796683,-91.21317702,18
12954634,ST JOSEPHS HLTH SVCS,400 WATER AVE,(608) 489-8000,GENERAL ACUTE CARE,43.64872608,-90.34520407,25
13054521,MINISTRY EAGLE RIVER MEM HSPTL,201 HOSPITAL RD,(715) 356-8000,GENERAL ACUTE CARE,45.92806463,-89.25166119,25
13154665,VERNON MEM HSPTL,507 SOUTH MAIN ST,(608) 637-2101,GENERAL ACUTE CARE,43.55167397,-90.88839128,25
13253121,AURORA LAKELAND MED CTR,W3985 CTY RD NN,(262) 741-2000,GENERAL ACUTE CARE,42.66189503,-88.49619199,109
167684118,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,(216) 636-7727,GENERAL ACUTE CARE,41.46890656,-81.98176644,89
13553147,MERCY WALWORTH HOSPITAL & MEDICAL CENTER,N2950 STATE ROAD 67,(262) 245-0535,GENERAL ACUTE CARE,42.59808729,-88.53951992,25
13653027,AURORA MED CENTER-WASHINGTON COUNTY,1032 E SUMNER ST,(262) 673-2300,GENERAL ACUTE CARE,43.31840584,-88.36246156,71
13753045,WHEATON FRANCISCAN HEALTHCARE - ELMBROOK MEMORIAL,19333 W NORTH AVE,(262) 785-2000,GENERAL ACUTE CARE,43.0593759,-88.15451943,175
13853095,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC,3200 PLEASANT VALLEY ROAD,(262) 334-5533,GENERAL ACUTE CARE,43.35575884,-88.19509696,70
13953066,OCONOMOWOC MEM HSPTL,791 E SUMMIT AVE,(262) 569-9400,GENERAL ACUTE CARE,43.10006134,-88.48681374,156
14053051,COMMUNITY MEMORIAL HSPTL,W180 N8085 TOWN HALL RD,(262) 251-1000,GENERAL ACUTE CARE,43.16435276,-88.13760545,237
14153066,ROGERS MEM HSPTL,34700 VALLEY RD,(262) 646-4411,PSYCHIATRIC,43.08434245,-88.43592134,90
14353066,AURORA MEDICAL CENTER,36500 AURORA DRIVE,(262) 434-1000,GENERAL ACUTE CARE,43.06591206,-88.46757865,117
14653188,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,(262) 928-1000,GENERAL ACUTE CARE,43.01117699,-88.24255095,400
14754981,RIVERSIDE MEDICAL CENTER,800 RIVERSIDE DRIVE,(715) 258-1000,GENERAL ACUTE CARE,44.34527676,-89.07661624,25
14854984,WILD ROSE COM MEM HOSPITAL INC,601 GROVE AVE PO BOX 243,(920) 622-3257,GENERAL ACUTE CARE,44.18356053,-89.2460595,25
14954956,CHILDRENS HSPTL OF WISCONSIN FOX VALLEY,130 SECOND ST,(920) 969-7902,GENERAL ACUTE CARE,44.18713506,-88.45444023,42
982601,WYOMING MEDICAL CENTER,1233 EAST 2ND STREET,(307) 577-7201,GENERAL ACUTE CARE,42.84807688,-106.3088233,212
15154904,AURORA MED CTR OSHKOSH,855 N WESTHAVEN DRIVE,(920) 456-6000,GENERAL ACUTE CARE,44.02774678,-88.59521837,84
15254904,MERCY MED CTR OF OSHKOSH,500 S OAKWOOD RD,(920) 223-2000,GENERAL ACUTE CARE,44.01242072,-88.60104549,157
15354449,MINISTRY SAINT JOSEPHS HOSPITAL,611 ST JOSEPH AVE,(715) 387-7850,GENERAL ACUTE CARE,44.6772621,-90.1787418,504
15454495,RIVERVIEW HSPTL ASSOC,410 DEWEY STREET,(715) 423-6060,GENERAL ACUTE CARE,44.38175803,-89.82988944,99
70892868,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 WEST LA VETA AVENUE,(714) 997-3000,CHILDREN,33.78081013,-117.8657765,279
72390241,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,(562) 904-5000,GENERAL ACUTE CARE,33.9343518,-118.130904,199
72690732,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,1322 WEST 6TH STREET,(310) 732-6700,GENERAL ACUTE CARE,33.73901823,-118.3062738,125
73491208,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,(818) 790-7100,GENERAL ACUTE CARE,34.20488886,-118.21598,158
74193102,SANTA BARBARA COTTAGE HOSPITAL,400 W. PUEBLO STREET,(805) 682-7111,GENERAL ACUTE CARE,34.42946669,-119.723809,412
82830342,CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY RD,(404) 785-5437,CHILDREN,33.90608164,-84.35395184,250
1082001,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,(307) 634-2273,GENERAL ACUTE CARE,41.1403626,-104.8156268,206
150654154,HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,(920) 846-3444,CRITICAL ACCESS,44.86533455,-88.12769344,25
151753805,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,205 PARKER ST,(608) 375-4112,CRITICAL ACCESS,43.13318413,-90.70863516,25
160370526,ACADIA GENERAL HOSPITAL,1305 CROWLEY RAYNE HIGHWAY,(337) 783-3222,GENERAL ACUTE CARE,30.22600918,-92.36365071,89
164671202,UNIVERSITY HEALTH CONWAY,4864 JACKSON STREET,(318) 330-7000,GENERAL ACUTE CARE,32.45088913,-92.1067958,89
165270815,WOMAN'S HOSPITAL,100 WOMAN'S WAY,(225) 927-1300,WOMEN,30.38565533,-91.03805021,89
17853821,CROSSING RIVERS HEALTH MEDICAL CENTER,37868 US HWY 18,(608) 357-2000,CRITICAL ACCESS,43.02220605,-91.11439988,25
17953223,ROGERS MEMORIAL HOSPITAL BROWN DEER,4600 W SCHROEDER DRIVE,(414) 865-2500,PSYCHIATRIC,43.18730941,-87.9676262,56
18053718,UW HEALTH REHABILITATION HOSPITAL,5115 N BILTMORE LN,(608) 592-8173,REHABILITATION,43.15303898,-89.29670252,50
58592354,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET,(800) 825-5437,CHILDREN,34.05013083,-117.2640945,343
58690059,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,(424) 338-8000,GENERAL ACUTE CARE,33.92263707,-118.2438013,131
58995403,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS RD.,(707) 576-4000,GENERAL ACUTE CARE,38.49495922,-122.751872,84
12480528,BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,(970) 229-4000,GENERAL ACUTE CARE,40.52112296,-105.0093607,22
12580129,CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,1811 PLAZA DRIVE,(720) 777-9400,CHILDREN,39.5573325,-105.0100129,16
12780023,ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PARKWAY,(303) 430-3201,GENERAL ACUTE CARE,39.95659556,-104.9911407,92
3006492,MASONICARE HEALTH CENTER,22 MASONIC AVE,(203) 679-5900,CHRONIC DISEASE,41.46270592,-72.8362394,65
3380649,GAYLORD HOSPITAL,50 GAYLORD FARM RD,(203) 284-2800,CHRONIC DISEASE,41.47288478,-72.85676125,89
94852246,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,(319) 338-0581,MILITARY,41.6637023,-91.54848851,89
3906250,"NATCHAUG HOSPITAL, INC.",189 STORRS RD,(860) 456-1311,PSYCHIATRIC,41.74110392,-72.19801148,89
4006840,"SILVER HILL HOSPITAL, INC.",208 VALLEY RD,(866) 542-4455,PSYCHIATRIC,41.16540629,-73.46992282,89
1282072,IVINSON MEMORIAL HOSPITAL,255 NORTH 30TH STREET,(307) 742-2141,GENERAL ACUTE CARE,41.31235565,-105.5563126,99
75420007,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,"3800 RESERVOIR ROAD, NW",(202) 444-2000,GENERAL ACUTE CARE,38.91195851,-77.07525457,609
93552761,TRINITY MUSCATINE,1518 MULBERRY AVENUE,(563) 264-9100,GENERAL ACUTE CARE,41.43340782,-91.05445751,48
1382501,SAGEWEST HEALTH CARE,2100 WEST SUNSET DRIVE,(307) 856-4161,GENERAL ACUTE CARE,43.03466095,-108.4187232,159
1682834,JOHNSON COUNTY MEMORIAL HOSPITAL,497 WEST LOTT,(307) 684-5521,CRITICAL ACCESS,44.35080469,-106.7064916,25
619803,ALFRED I. DUPONT HOSPITAL FOR CHILDREN,1600 ROCKLAND RD,(302) 651-4000,GENERAL ACUTE CARE,39.77938092,-75.55532113,200
119963,BAYHEALTH MILFORD MEMORIAL HOSPITAL,21 W CLARK AVE,(302) 422-3311,GENERAL ACUTE CARE,38.90704797,-75.4329078,127
719713,CHRISTIANA CARE-CHRISTIANA HOSPITAL,4755 OGLETOWN STANTON RD,(302) 733-1000,GENERAL ACUTE CARE,39.68748604,-75.66912143,913
466935,REPUBLIC COUNTY HOSPITAL,2420 G STREET,(785) 527-2254,CRITICAL ACCESS,39.81724828,-97.63730624,63
519801,CHRISTIANA CARE-WILMINGTON HOSPITAL,501 W 14TH ST,(302) 320-2229,GENERAL ACUTE CARE,39.7514639,-75.5496618,241
1219720,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HWY,(302) 255-2700,PSYCHIATRIC,39.70133571,-75.5770175,224
1619709,HEALTHSOUTH REHABILITATION HOSPITAL OF MIDDLETOWN,250 HAMPDEN RD,(302) 464-3400,REHABILITATION,39.45343421,-75.67752226,34
29144011,"CLEVELAND CLINIC REHABILITATION HOSPITAL, LLC",33355 HEALTH CAMPUS BOULEVARD,(440) 937-9099,REHABILITATION,41.47313248,-81.98581629,60
23634210,SUNCOAST BEHAVIORAL HEALTH CENTER,4480 51ST ST W,(941) 792-2222,PSYCHIATRIC,27.45972796,-82.61295143,60
167684214,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD,(440) 695-7101,REHABILITATION,41.46804002,-82.04404217,89
44332542,96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,(850) 883-8600,MILITARY,30.46083986,-86.55523265,89
14285210,"HACIENDA CHILDREN'S HOSPITAL, INC",610 WEST JEROME AVE,(602) 243-4231,CHILDREN,33.38153727,-111.8446262,24
7485255,SCOTTSDALE HEALTHCARE THOMPSON PEAK,7400 E. THOMPSON PEAK PARKWAY,(480) 324-7000,GENERAL ACUTE CARE,33.67112932,-111.9223224,92
44132214,NAVAL JACKSONVILLE HOSPITAL,2080 CHILD ST,(904) 542-4677,MILITARY,30.20883704,-81.68410578,64
81832207,WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,800 PRUDENTIAL DR,(904) 202-8000,CHILDREN,30.31539249,-81.66331727,212
16866207,REHABILIATION HOSPITAL OF OVERLAND PARK,5100 INDIAN CREEK PARKWAY,(913) 544-1957,REHABILITATION,38.93545055,-94.64465538,45
11950213,CLARKE COUNTY PUBLIC HOSPITAL,800 SOUTH FILLMORE,(641) 342-2184,CRITICAL ACCESS,41.02611913,-93.76852658,25
2150659,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,(641) 394-4121,CRITICAL ACCESS,43.06271303,-92.32154429,18
12767870,SATANTA DISTRICT HOSPITAL,401 CHEYENNE AVE,(620) 649-2761,GENERAL ACUTE CARE,37.43709292,-100.9865629,13
13367871,SCOTT COUNTY HOSPITAL,201 SOUTH COLLEGE ST,(620) 872-5811,GENERAL ACUTE CARE,38.48488526,-100.9038894,25
77934748,LIFESTREAM BEHAVIORAL CENTER,515 W MAIN ST,(352) 315-7500,PSYCHIATRIC,28.81095363,-81.87791902,46
22634748,LEESBURG REHABILITATION HOSPITAL,700 N PALMETTO ST,(352) 323-5695,GENERAL ACUTE CARE,28.81810186,-81.87440022,90
433136,ANNE BATES LEACH EYE HOSPITAL,900 NW 17TH ST,(305) 326-6000,GENERAL ACUTE CARE,25.79114079,-80.21080036,100
167684144,HOSPITAL PEREA,CALLE DR BASORA 15,(787) 834-0101,GENERAL ACUTE CARE,18.20073203,-67.14040149,89
41033136,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,(305) 689-5511,GENERAL ACUTE CARE,25.78867201,-80.21591566,525
26433126,MIAMI MEDICAL CENTER,5959 NW 7TH ST,(305) 264-1000,GENERAL ACUTE CARE,25.77831589,-80.29358797,146
36133016,PROMISE HOSPITAL OF MIAMI,14001 NW 8ND AVE,(954) 594-5525,LONG TERM CARE,25.90033692,-80.33152337,60
9901833,BALDPATE HOSPITAL,BALDPATE ROAD,(978) 352-2133,PSYCHIATRIC,42.70521015,-71.01111806,89
167684177,REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC,1455 WEST MEDICAL LOOP,(419) 214-6600,REHABILITATION,41.61481614,-83.61971724,89
10202135,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,(617) 254-3800,CHILDREN,42.34997282,-71.14263104,112
92151334,AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,(712) 362-2631,CRITICAL ACCESS,43.40998667,-94.83365792,25
93052040,MERCY MEDICAL CENTER-DYERSVILLE,1111 3RD STREET SW,(563) 875-7101,CRITICAL ACCESS,42.47562714,-91.13053568,25
93950616,FLOYD COUNTY MEMORIAL HOSPITAL,800 11TH ST,(641) 228-6830,CRITICAL ACCESS,43.05145465,-92.68364371,25
29332806,ORLANDO REGIONAL MEDICAL CENTER,52 W UNDERWOOD ST,(407) 841-5161,GENERAL ACUTE CARE,28.52572322,-81.37720355,794
11844501,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,(330) 884-3090,GENERAL ACUTE CARE,41.13500507,-80.65803839,398
6333950,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,(941) 637-3128,GENERAL ACUTE CARE,26.94094642,-82.0402774,280
29344512,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN BOARDMAN,"8401 MARKET STREET,7TH FLOOR SOUTH",(330) 480-6664,LONG TERM CARE,40.99431391,-80.65969528,24
9033713,EDWARD WHITE HOSPITAL,2323 9TH AVE N,(727) 323-1111,GENERAL ACUTE CARE,27.78174203,-82.66467764,110
36733607,ST. JOSEPH'S CHILDREN'S HOSPITAL,3001 W DR. MLK JR BLVD,(813) 554-8500,CHILDREN,27.98250327,-82.49066207,89
123544903,KINDRED HOSPITAL CENTRAL OHIO,"335 GLESSNER AVENUE,5TH FLOOR",(419) 526-0777,LONG TERM CARE,40.75265656,-82.52815637,33
167684101,AVITA ONTARIO,715 RICHLAND MALL,(567) 307-7666,GENERAL ACUTE CARE,40.77148336,-82.59360241,89
1782609,WYOMING BEHAVIORAL HEALTH,2521 EAST 15TH STREET,(307) 237-7444,PSYCHIATRIC,42.83476414,-106.2938727,85
7551455,MANNING GENERAL HOSPITAL,410 MAIN STREET,(712) 653-2072,GENERAL ACUTE CARE,41.90756887,-95.06479905,87
1851250,SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER,605 SOUTH MAIN AVENUE,(712) 722-1271,GENERAL ACUTE CARE,43.07209078,-96.17607879,90
